Year,Month,Day,Hour,Decimal Year,T
1941,5,21,18,1941.3856,24.599475
1941,5,22,0,1941.3863,20.592707
1941,5,22,6,1941.387,13.734467
1941,5,22,12,1941.3877,17.92503
1941,5,22,18,1941.3884,25.352166
1941,5,23,0,1941.389,19.962547
1941,5,23,6,1941.3897,15.686212
1941,5,23,12,1941.3904,17.839259
1941,5,23,18,1941.3911,24.090095
1941,5,24,0,1941.3918,16.0328
1941,5,24,6,1941.3925,12.194076
1941,5,24,12,1941.3932,9.568409
1941,5,24,18,1941.3938,9.6769366
1941,5,25,0,1941.3945,5.8347113
1941,5,25,6,1941.3952,4.5866445
1941,5,25,12,1941.3959,6.834215
1941,5,25,18,1941.3966,13.359871
1941,5,26,0,1941.3973,9.5316497
1941,5,26,6,1941.3979,7.3926067
1941,5,26,12,1941.3986,11.066789
1941,5,26,18,1941.3993,18.271618
1941,5,27,0,1941.4,12.852243
1941,5,27,6,1941.4007,11.161313
1941,5,27,12,1941.4014,13.050043
1941,5,27,18,1941.4021,14.902013
1941,5,28,0,1941.4027,14.520416
1941,5,28,6,1941.4034,11.443135
1941,5,28,12,1941.4041,9.8939917
1941,5,28,18,1941.4048,13.886755
1941,5,29,0,1941.4055,12.731462
1941,5,29,6,1941.4062,14.151072
1941,5,29,12,1941.4068,10.896996
1941,5,29,18,1941.4075,13.529665
1941,5,30,0,1941.4082,10.063785
1941,5,30,6,1941.4089,4.4028478
1941,5,30,12,1941.4096,6.6959299
1941,5,30,18,1941.4103,12.873248
1941,5,31,0,1941.411,9.568409
1941,5,31,6,1941.4116,4.7529367
1941,5,31,12,1941.4123,9.2305733
1941,5,31,18,1941.413,16.104568
1941,6,1,0,1941.4137,13.384378
1941,6,1,6,1941.4144,9.0310226
1941,6,1,12,1941.4151,13.568174
1941,6,1,18,1941.4158,20.062323
1941,6,2,0,1941.4164,14.098559
1941,6,2,6,1941.4171,8.3763565
1941,6,2,12,1941.4178,11.289096
1941,6,2,18,1941.4185,19.519685
1941,6,3,0,1941.4192,14.898512
1941,6,3,6,1941.4199,8.7089409
1941,6,3,12,1941.4205,13.452645
1941,6,3,18,1941.4212,19.633464
1941,6,4,0,1941.4219,15.820996
1941,6,4,6,1941.4226,9.5946657
1941,6,4,12,1941.4233,14.173828
1941,6,4,18,1941.424,21.499438
1941,6,5,0,1941.4247,16.739979
1941,6,5,6,1941.4253,13.144567
1941,6,5,12,1941.426,13.783479
1941,6,5,18,1941.4267,17.447159
1941,6,6,0,1941.4274,14.896762
1941,6,6,6,1941.4281,11.191071
1941,6,6,12,1941.4288,12.306104
1941,6,6,18,1941.4295,19.89428
1941,6,7,0,1941.4301,17.060311
1941,6,7,6,1941.4308,11.168315
1941,6,7,12,1941.4315,16.15183
1941,6,7,18,1941.4322,25.767021
1941,6,8,0,1941.4329,21.42942
1941,6,8,6,1941.4336,16.013545
1941,6,8,12,1941.4342,19.131086
1941,6,8,18,1941.4349,24.086594
1941,6,9,0,1941.4356,18.756491
1941,6,9,6,1941.4363,13.673201
1941,6,9,12,1941.437,7.5921574
1941,6,9,18,1941.4377,13.781729
1941,6,10,0,1941.4384,12.44789
1941,6,10,6,1941.439,9.0082669
1941,6,10,12,1941.4397,9.2183202
1941,6,10,18,1941.4404,14.229842
1941,6,11,0,1941.4411,9.4668833
1941,6,11,6,1941.4418,7.3593483
1941,6,11,12,1941.4425,8.6931869
1941,6,11,18,1941.4432,14.69371
1941,6,12,0,1941.4438,10.998522
1941,6,12,6,1941.4445,6.2968286
1941,6,12,12,1941.4452,10.027025
1941,6,12,18,1941.4459,16.748732
1941,6,13,0,1941.4466,14.670954
1941,6,13,6,1941.4473,11.18582
1941,6,13,12,1941.4479,12.153815
1941,6,13,18,1941.4486,18.478171
1941,6,14,0,1941.4493,13.604934
1941,6,14,6,1941.45,11.34511
1941,6,14,12,1941.4507,11.89825
1941,6,14,18,1941.4514,13.716962
1941,6,15,0,1941.4521,15.626697
1941,6,15,6,1941.4527,14.401386
1941,6,15,12,1941.4534,15.924272
1941,6,15,18,1941.4541,20.893784
1941,6,16,0,1941.4548,17.476917
1941,6,16,6,1941.4555,15.747478
1941,6,16,12,1941.4562,15.514668
1941,6,16,18,1941.4568,17.555687
1941,6,17,0,1941.4575,15.968034
1941,6,17,6,1941.4582,15.063054
1941,6,17,12,1941.4589,15.201339
1941,6,17,18,1941.4596,19.664972
1941,6,18,0,1941.4603,16.717224
1941,6,18,6,1941.461,13.545419
1941,6,18,12,1941.4616,15.351877
1941,6,18,18,1941.4623,20.235617
1941,6,19,0,1941.463,17.60995
1941,6,19,6,1941.4637,13.841244
1941,6,19,12,1941.4644,15.75623
1941,6,19,18,1941.4651,24.679995
1941,6,20,0,1941.4658,21.777758
1941,6,20,6,1941.4664,16.554432
1941,6,20,12,1941.4671,19.752494
1941,6,20,18,1941.4678,24.497949
1941,6,21,0,1941.4685,22.693241
1941,6,21,6,1941.4692,16.927277
1941,6,21,12,1941.4699,21.446924
1941,6,21,18,1941.4705,27.018589
1941,6,22,0,1941.4712,23.115098
1941,6,22,6,1941.4719,17.539933
1941,6,22,12,1941.4726,20.946297
1941,6,22,18,1941.4733,26.150368
1941,6,23,0,1941.474,21.987812
1941,6,23,6,1941.4747,17.734232
1941,6,23,12,1941.4753,15.726472
1941,6,23,18,1941.476,17.098821
1941,6,24,0,1941.4767,14.579931
1941,6,24,6,1941.4774,11.765217
1941,6,24,12,1941.4781,13.440392
1941,6,24,18,1941.4788,17.88477
1941,6,25,0,1941.4795,16.038051
1941,6,25,6,1941.4801,11.928008
1941,6,25,12,1941.4808,12.080297
1941,6,25,18,1941.4815,18.621707
1941,6,26,0,1941.4822,14.177329
1941,6,26,6,1941.4829,10.819977
1941,6,26,12,1941.4836,16.752233
1941,6,26,18,1941.4842,24.986323
1941,6,27,0,1941.4849,22.273134
1941,6,27,6,1941.4856,18.1981
1941,6,27,12,1941.4863,21.474931
1941,6,27,18,1941.487,28.385686
1941,6,28,0,1941.4877,25.065093
1941,6,28,6,1941.4884,20.471927
1941,6,28,12,1941.489,23.433679
1941,6,28,18,1941.4897,29.826301
1941,6,29,0,1941.4904,25.376672
1941,6,29,6,1941.4911,20.927042
1941,6,29,12,1941.4918,21.324393
1941,6,29,18,1941.4925,24.995075
1941,6,30,0,1941.4932,22.470934
1941,6,30,6,1941.4938,16.395142
1941,6,30,12,1941.4945,20.081578
1941,6,30,18,1941.4952,25.80203
1941,7,1,0,1941.4959,21.329644
1941,7,1,6,1941.4966,19.638715
1941,7,1,12,1941.4973,19.30088
1941,7,1,18,1941.4979,26.784029
1941,7,2,0,1941.4986,25.185873
1941,7,2,6,1941.4993,22.017569
1941,7,2,12,1941.5,24.489197
1941,7,2,18,1941.5007,28.965083
1941,7,3,0,1941.5014,20.491182
1941,7,3,6,1941.5021,14.156324
1941,7,3,12,1941.5027,12.96077
1941,7,3,18,1941.5034,18.541187
1941,7,4,0,1941.5041,16.407395
1941,7,4,6,1941.5048,13.872752
1941,7,4,12,1941.5055,14.996537
1941,7,4,18,1941.5062,19.948544
1941,7,5,0,1941.5068,17.741234
1941,7,5,6,1941.5075,12.678949
1941,7,5,12,1941.5082,16.799495
1941,7,5,18,1941.5089,23.437179
1941,7,6,0,1941.5096,19.983553
1941,7,6,6,1941.5103,14.222841
1941,7,6,12,1941.511,17.811251
1941,7,6,18,1941.5116,26.817287
1941,7,7,0,1941.5123,21.558953
1941,7,7,6,1941.513,17.928531
1941,7,7,12,1941.5137,18.019554
1941,7,7,18,1941.5144,22.744004
1941,7,8,0,1941.5151,20.016811
1941,7,8,6,1941.5158,19.453168
1941,7,8,12,1941.5164,18.872021
1941,7,8,18,1941.5171,23.416174
1941,7,9,0,1941.5178,20.312636
1941,7,9,6,1941.5185,15.507667
1941,7,9,12,1941.5192,15.997791
1941,7,9,18,1941.5199,18.490424
1941,7,10,0,1941.5205,17.940784
1941,7,10,6,1941.5212,15.882262
1941,7,10,12,1941.5219,18.334634
1941,7,10,18,1941.5226,24.954815
1941,7,11,0,1941.5233,21.818018
1941,7,11,6,1941.524,16.578939
1941,7,11,12,1941.5247,20.538444
1941,7,11,18,1941.5253,27.8518
1941,7,12,0,1941.526,20.01156
1941,7,12,6,1941.5267,19.845268
1941,7,12,12,1941.5274,19.314883
1941,7,12,18,1941.5281,22.824524
1941,7,13,0,1941.5288,20.361649
1941,7,13,6,1941.5295,18.425657
1941,7,13,12,1941.5301,18.061565
1941,7,13,18,1941.5308,16.699719
1941,7,14,0,1941.5315,16.340878
1941,7,14,6,1941.5322,14.312113
1941,7,14,12,1941.5329,16.101067
1941,7,14,18,1941.5336,21.438172
1941,7,15,0,1941.5342,19.334138
1941,7,15,6,1941.5349,15.278358
1941,7,15,12,1941.5356,16.673463
1941,7,15,18,1941.5363,21.767256
1941,7,16,0,1941.537,17.921529
1941,7,16,6,1941.5377,13.501657
1941,7,16,12,1941.5384,14.681457
1941,7,16,18,1941.539,22.759758
1941,7,17,0,1941.5397,18.67072
1941,7,17,6,1941.5404,15.339624
1941,7,17,12,1941.5411,16.549181
1941,7,17,18,1941.5418,19.960797
1941,7,18,0,1941.5425,19.757745
1941,7,18,6,1941.5432,16.258607
1941,7,18,12,1941.5438,16.678714
1941,7,18,18,1941.5445,24.595974
1941,7,19,0,1941.5452,20.974304
1941,7,19,6,1941.5459,19.173097
1941,7,19,12,1941.5466,20.279378
1941,7,19,18,1941.5473,21.860029
1941,7,20,0,1941.5479,21.62722
1941,7,20,6,1941.5486,15.589938
1941,7,20,12,1941.5493,16.778489
1941,7,20,18,1941.55,18.90878
1941,7,21,0,1941.5507,15.423645
1941,7,21,6,1941.5514,12.257092
1941,7,21,12,1941.5521,15.808743
1941,7,21,18,1941.5527,21.600963
1941,7,22,0,1941.5534,20.006309
1941,7,22,6,1941.5541,14.572929
1941,7,22,12,1941.5548,18.39765
1941,7,22,18,1941.5555,26.440942
1941,7,23,0,1941.5562,22.77026
1941,7,23,6,1941.5568,18.772245
1941,7,23,12,1941.5575,19.526687
1941,7,23,18,1941.5582,27.717016
1941,7,24,0,1941.5589,23.668238
1941,7,24,6,1941.5596,19.355143
1941,7,24,12,1941.5603,20.305635
1941,7,24,18,1941.561,29.064858
1941,7,25,0,1941.5616,25.040586
1941,7,25,6,1941.5623,19.603706
1941,7,25,12,1941.563,22.280136
1941,7,25,18,1941.5637,29.598744
1941,7,26,0,1941.5644,21.296386
1941,7,26,6,1941.5651,19.852269
1941,7,26,12,1941.5658,19.062819
1941,7,26,18,1941.5664,24.074341
1941,7,27,0,1941.5671,19.440915
1941,7,27,6,1941.5678,14.462651
1941,7,27,12,1941.5685,17.422653
1941,7,27,18,1941.5692,23.536955
1941,7,28,0,1941.5699,20.216362
1941,7,28,6,1941.5705,17.662464
1941,7,28,12,1941.5712,16.529926
1941,7,28,18,1941.5719,17.172339
1941,7,29,0,1941.5726,15.077057
1941,7,29,6,1941.5733,13.282852
1941,7,29,12,1941.574,13.615436
1941,7,29,18,1941.5747,22.954057
1941,7,30,0,1941.5753,19.37965
1941,7,30,6,1941.576,15.096312
1941,7,30,12,1941.5767,18.227857
1941,7,30,18,1941.5774,24.270391
1941,7,31,0,1941.5781,19.034812
1941,7,31,6,1941.5788,16.116821
1941,7,31,12,1941.5795,17.650211
1941,7,31,18,1941.5801,24.375418
1941,8,1,0,1941.5808,20.606711
1941,8,1,6,1941.5815,17.324628
1941,8,1,12,1941.5822,18.709229
1941,8,1,18,1941.5829,25.220882
1941,8,2,0,1941.5836,21.089834
1941,8,2,6,1941.5842,18.269868
1941,8,2,12,1941.5849,19.701731
1941,8,2,18,1941.5856,24.392922
1941,8,3,0,1941.5863,20.317888
1941,8,3,6,1941.587,16.368885
1941,8,3,12,1941.5877,19.022559
1941,8,3,18,1941.5884,23.922053
1941,8,4,0,1941.589,18.287372
1941,8,4,6,1941.5897,13.016784
1941,8,4,12,1941.5904,17.13558
1941,8,4,18,1941.5911,22.276635
1941,8,5,0,1941.5918,18.663718
1941,8,5,6,1941.5925,12.689451
1941,8,5,12,1941.5932,16.006543
1941,8,5,18,1941.5938,20.28638
1941,8,6,0,1941.5945,17.723729
1941,8,6,6,1941.5952,13.734467
1941,8,6,12,1941.5959,16.039802
1941,8,6,18,1941.5966,21.674482
1941,8,7,0,1941.5973,17.401647
1941,8,7,6,1941.5979,12.530161
1941,8,7,12,1941.5986,16.090565
1941,8,7,18,1941.5993,24.090095
1941,8,8,0,1941.6,19.253618
1941,8,8,6,1941.6007,14.543172
1941,8,8,12,1941.6014,17.693972
1941,8,8,18,1941.6021,27.074603
1941,8,9,0,1941.6027,22.514695
1941,8,9,6,1941.6034,16.93953
1941,8,9,12,1941.6041,19.643967
1941,8,9,18,1941.6048,26.185377
1941,8,10,0,1941.6055,19.85577
1941,8,10,6,1941.6062,17.139081
1941,8,10,12,1941.6068,16.799495
1941,8,10,18,1941.6075,20.412412
1941,8,11,0,1941.6082,13.893757
1941,8,11,6,1941.6089,9.6734357
1941,8,11,12,1941.6096,12.474147
1941,8,11,18,1941.6103,20.569952
1941,8,12,0,1941.611,17.856763
1941,8,12,6,1941.6116,13.853497
1941,8,12,12,1941.6123,16.165834
1941,8,12,18,1941.613,20.913039
1941,8,13,0,1941.6137,12.21158
1941,8,13,6,1941.6144,8.2520749
1941,8,13,12,1941.6151,8.7246949
1941,8,13,18,1941.6158,12.988777
1941,8,14,0,1941.6164,10.594169
1941,8,14,6,1941.6171,6.8849779
1941,8,14,12,1941.6178,11.556914
1941,8,14,18,1941.6185,20.631217
1941,8,15,0,1941.6192,16.325124
1941,8,15,6,1941.6199,12.103052
1941,8,15,12,1941.6205,15.084059
1941,8,15,18,1941.6212,21.077581
1941,8,16,0,1941.6219,16.58594
1941,8,16,6,1941.6226,16.372386
1941,8,16,12,1941.6233,15.820996
1941,8,16,18,1941.624,20.618964
1941,8,17,0,1941.6247,17.706225
1941,8,17,6,1941.6253,14.987785
1941,8,17,12,1941.626,11.394122
1941,8,17,18,1941.6267,16.447655
1941,8,18,0,1941.6274,12.68595
1941,8,18,6,1941.6281,8.9014898
1941,8,18,12,1941.6288,11.717955
1941,8,18,18,1941.6295,19.006805
1941,8,19,0,1941.6301,15.453403
1941,8,19,6,1941.6308,12.255341
1941,8,19,12,1941.6315,13.125312
1941,8,19,18,1941.6322,15.810494
1941,8,20,0,1941.6329,17.093569
1941,8,20,6,1941.6336,15.311617
1941,8,20,12,1941.6342,14.828494
1941,8,20,18,1941.6349,17.170589
1941,8,21,0,1941.6356,13.713461
1941,8,21,6,1941.6363,9.146552
1941,8,21,12,1941.637,12.099552
1941,8,21,18,1941.6377,20.079827
1941,8,22,0,1941.6384,18.313629
1941,8,22,6,1941.639,12.220332
1941,8,22,12,1941.6397,14.677956
1941,8,22,18,1941.6404,24.664241
1941,8,23,0,1941.6411,19.194102
1941,8,23,6,1941.6418,17.13733
1941,8,23,12,1941.6425,17.820004
1941,8,23,18,1941.6432,22.708995
1941,8,24,0,1941.6438,17.830506
1941,8,24,6,1941.6445,12.199327
1941,8,24,12,1941.6452,14.096809
1941,8,24,18,1941.6459,22.670485
1941,8,25,0,1941.6466,18.485172
1941,8,25,6,1941.6473,13.351119
1941,8,25,12,1941.6479,16.402144
1941,8,25,18,1941.6486,19.3814
1941,8,26,0,1941.6493,18.730235
1941,8,26,6,1941.65,19.278124
1941,8,26,12,1941.6507,19.635214
1941,8,26,18,1941.6514,25.222633
1941,8,27,0,1941.6521,20.72049
1941,8,27,6,1941.6527,17.349134
1941,8,27,12,1941.6534,15.959281
1941,8,27,18,1941.6541,19.14334
1941,8,28,0,1941.6548,14.387382
1941,8,28,6,1941.6555,10.67469
1941,8,28,12,1941.6562,10.165311
1941,8,28,18,1941.6568,14.833746
1941,8,29,0,1941.6575,10.5189
1941,8,29,6,1941.6582,7.4153625
1941,8,29,12,1941.6589,9.9342519
1941,8,29,18,1941.6596,17.48917
1941,8,30,0,1941.6603,14.73397
1941,8,30,6,1941.661,11.34336
1941,8,30,12,1941.6616,13.230339
1941,8,30,18,1941.6623,23.683992
1941,8,31,0,1941.663,19.946793
1941,8,31,6,1941.6637,17.574941
1941,8,31,12,1941.6644,17.525929
1941,8,31,18,1941.6651,16.640204
1941,9,1,0,1941.6658,13.806235
1941,9,1,6,1941.6664,13.543668
1941,9,1,12,1941.6671,16.717224
1941,9,1,18,1941.6678,24.473443
1941,9,2,0,1941.6685,15.819246
1941,9,2,6,1941.6692,13.566424
1941,9,2,12,1941.6699,12.239587
1941,9,2,18,1941.6705,16.172836
1941,9,3,0,1941.6712,13.093804
1941,9,3,6,1941.6719,8.4358716
1941,9,3,12,1941.6726,10.681692
1941,9,3,18,1941.6733,20.020312
1941,9,4,0,1941.674,14.898512
1941,9,4,6,1941.6747,11.145559
1941,9,4,12,1941.6753,12.666696
1941,9,4,18,1941.676,22.309893
1941,9,5,0,1941.6767,19.141589
1941,9,5,6,1941.6774,17.329879
1941,9,5,12,1941.6781,17.636207
1941,9,5,18,1941.6788,20.1691
1941,9,6,0,1941.6795,20.737994
1941,9,6,6,1941.6801,19.608958
1941,9,6,12,1941.6808,19.369147
1941,9,6,18,1941.6815,23.934306
1941,9,7,0,1941.6822,19.920537
1941,9,7,6,1941.6829,16.554432
1941,9,7,12,1941.6836,16.990293
1941,9,7,18,1941.6842,17.674717
1941,9,8,0,1941.6849,15.040298
1941,9,8,6,1941.6856,12.740214
1941,9,8,12,1941.6863,10.744708
1941,9,8,18,1941.687,14.775981
1941,9,9,0,1941.6877,11.075542
1941,9,9,6,1941.6884,8.0472729
1941,9,9,12,1941.689,10.35961
1941,9,9,18,1941.6897,13.899008
1941,9,10,0,1941.6904,14.874006
1941,9,10,6,1941.6911,12.502154
1941,9,10,12,1941.6918,13.939269
1941,9,10,18,1941.6925,27.827294
1941,9,11,0,1941.6932,21.487184
1941,9,11,6,1941.6938,19.124085
1941,9,11,12,1941.6945,13.871001
1941,9,11,18,1941.6952,15.465656
1941,9,12,0,1941.6959,11.016027
1941,9,12,6,1941.6966,7.6919327
1941,9,12,12,1941.6973,7.4136121
1941,9,12,18,1941.6979,11.644436
1941,9,13,0,1941.6986,8.831472
1941,9,13,6,1941.6993,4.8194536
1941,9,13,12,1941.7,5.530134
1941,9,13,18,1941.7007,12.913508
1941,9,14,0,1941.7014,8.7176931
1941,9,14,6,1941.7021,6.4316128
1941,9,14,12,1941.7027,8.752702
1941,9,14,18,1941.7034,22.238125
1941,9,15,0,1941.7041,15.553178
1941,9,15,6,1941.7048,12.316607
1941,9,15,12,1941.7055,13.55242
1941,9,15,18,1941.7062,23.034577
1941,9,16,0,1941.7068,20.067574
1941,9,16,6,1941.7075,18.90703
1941,9,16,12,1941.7082,19.244865
1941,9,16,18,1941.7089,24.146109
1941,9,17,0,1941.7096,21.494186
1941,9,17,6,1941.7103,18.255864
1941,9,17,12,1941.711,18.47642
1941,9,17,18,1941.7116,24.252887
1941,9,18,0,1941.7123,18.693475
1941,9,18,6,1941.713,15.439399
1941,9,18,12,1941.7137,12.075045
1941,9,18,18,1941.7144,17.809501
1941,9,19,0,1941.7151,11.535908
1941,9,19,6,1941.7158,8.8979889
1941,9,19,12,1941.7164,6.9987568
1941,9,19,18,1941.7171,14.635945
1941,9,20,0,1941.7178,9.193814
1941,9,20,6,1941.7185,4.8894714
1941,9,20,12,1941.7192,7.0355161
1941,9,20,18,1941.7199,17.496171
1941,9,21,0,1941.7205,11.873744
1941,9,21,6,1941.7212,8.3938609
1941,9,21,12,1941.7219,9.0502775
1941,9,21,18,1941.7226,22.406168
1941,9,22,0,1941.7233,17.525929
1941,9,22,6,1941.724,10.459385
1941,9,22,12,1941.7247,10.305346
1941,9,22,18,1941.7253,24.676494
1941,9,23,0,1941.726,16.03105
1941,9,23,6,1941.7267,11.229581
1941,9,23,12,1941.7274,12.950267
1941,9,23,18,1941.7281,19.008555
1941,9,24,0,1941.7288,13.153319
1941,9,24,6,1941.7295,9.647179
1941,9,24,12,1941.7301,10.053282
1941,9,24,18,1941.7308,17.723729
1941,9,25,0,1941.7315,13.330114
1941,9,25,6,1941.7322,8.2520749
1941,9,25,12,1941.7329,9.1395502
1941,9,25,18,1941.7336,20.261873
1941,9,26,0,1941.7342,15.430647
1941,9,26,6,1941.7349,15.768483
1941,9,26,12,1941.7356,14.758476
1941,9,26,18,1941.7363,16.589441
1941,9,27,0,1941.737,12.873248
1941,9,27,6,1941.7377,7.6289167
1941,9,27,12,1941.7384,8.1330447
1941,9,27,18,1941.739,17.657212
1941,9,28,0,1941.7397,14.665703
1941,9,28,6,1941.7404,8.0175154
1941,9,28,12,1941.7411,9.2778353
1941,9,28,18,1941.7418,22.686239
1941,9,29,0,1941.7425,18.506178
1941,9,29,6,1941.7432,13.0798
1941,9,29,12,1941.7438,4.9454856
1941,9,29,18,1941.7445,9.1167944
1941,9,30,0,1941.7452,4.7966978
1941,9,30,6,1941.7459,1.6879087
1941,9,30,12,1941.7466,2.7276726
1941,9,30,18,1941.7473,11.122804
1941,10,1,0,1941.7479,10.988019
1941,10,1,6,1941.7486,11.371367
1941,10,1,12,1941.7493,14.368127
1941,10,1,18,1941.75,18.387148
1941,10,2,0,1941.7507,12.750717
1941,10,2,6,1941.7514,10.247581
1941,10,2,12,1941.7521,8.4621282
1941,10,2,18,1941.7527,19.076823
1941,10,3,0,1941.7534,14.007536
1941,10,3,6,1941.7541,9.7276995
1941,10,3,12,1941.7548,10.55741
1941,10,3,18,1941.7555,17.918029
1941,10,4,0,1941.7562,16.519423
1941,10,4,6,1941.7568,17.690471
1941,10,4,12,1941.7575,17.125077
1941,10,4,18,1941.7582,19.535439
1941,10,5,0,1941.7589,13.414135
1941,10,5,6,1941.7596,9.4371257
1941,10,5,12,1941.7603,11.163064
1941,10,5,18,1941.761,11.709202
1941,10,6,0,1941.7616,19.187101
1941,10,6,6,1941.7623,17.014799
1941,10,6,12,1941.763,13.072799
1941,10,6,18,1941.7637,15.446401
1941,10,7,0,1941.7644,11.728457
1941,10,7,6,1941.7651,9.8064695
1941,10,7,12,1941.7658,9.9902661
1941,10,7,18,1941.7664,11.632183
1941,10,8,0,1941.7671,13.613686
1941,10,8,6,1941.7678,17.326378
1941,10,8,12,1941.7685,13.344117
1941,10,8,18,1941.7692,15.252102
1941,10,9,0,1941.7699,11.429131
1941,10,9,6,1941.7705,7.7181894
1941,10,9,12,1941.7712,6.2950781
1941,10,9,18,1941.7719,11.808978
1941,10,10,0,1941.7726,9.7679597
1941,10,10,6,1941.7733,8.1505491
1941,10,10,12,1941.774,7.7829558
1941,10,10,18,1941.7747,9.5859135
1941,10,11,0,1941.7753,7.3838545
1941,10,11,6,1941.776,5.3813462
1941,10,11,12,1941.7767,4.6391578
1941,10,11,18,1941.7774,8.2783316
1941,10,12,0,1941.7781,5.3288329
1941,10,12,6,1941.7788,2.7014159
1941,10,12,12,1941.7795,3.3105706
1941,10,12,18,1941.7801,9.7189473
1941,10,13,0,1941.7808,8.957504
1941,10,13,6,1941.7815,6.4858766
1941,10,13,12,1941.7822,4.8614642
1941,10,13,18,1941.7829,13.184827
1941,10,14,0,1941.7836,10.08304
1941,10,14,6,1941.7842,6.3055808
1941,10,14,12,1941.7849,6.7676981
1941,10,14,18,1941.7856,13.638192
1941,10,15,0,1941.7863,14.525667
1941,10,15,6,1941.787,10.394619
1941,10,15,12,1941.7877,9.1027909
1941,10,15,18,1941.7884,16.766236
1941,10,16,0,1941.789,11.021278
1941,10,16,6,1941.7897,8.9995146
1941,10,16,12,1941.7904,5.167792
1941,10,16,18,1941.7911,6.8867283
1941,10,17,0,1941.7918,4.1385307
1941,10,17,6,1941.7925,0.97197694
1941,10,17,12,1941.7932,0.30330721
1941,10,17,18,1941.7938,9.5106444
1941,10,18,0,1941.7945,7.117787
1941,10,18,6,1941.7952,2.260304
1941,10,18,12,1941.7959,2.7521788
1941,10,18,18,1941.7966,14.485407
1941,10,19,0,1941.7973,8.2258182
1941,10,19,6,1941.7979,8.1838076
1941,10,19,12,1941.7986,6.3790995
1941,10,19,18,1941.7993,10.296594
1941,10,20,0,1941.8,4.0667625
1941,10,20,6,1941.8007,0.97197694
1941,10,20,12,1941.8014,0.92121406
1941,10,20,18,1941.8021,11.733709
1941,10,21,0,1941.8027,5.8084546
1941,10,21,6,1941.8034,3.6484063
1941,10,21,12,1941.8041,2.0379975
1941,10,21,18,1941.8048,14.569428
1941,10,22,0,1941.8055,9.9500059
1941,10,22,6,1941.8062,7.1125357
1941,10,22,12,1941.8068,6.6976803
1941,10,22,18,1941.8075,11.121053
1941,10,23,0,1941.8082,8.4131158
1941,10,23,6,1941.8089,4.6216534
1941,10,23,12,1941.8096,4.2383061
1941,10,23,18,1941.8103,9.0660315
1941,10,24,0,1941.811,3.1110199
1941,10,24,6,1941.8116,0.37157454
1941,10,24,12,1941.8123,-1.0427845
1941,10,24,18,1941.813,4.947236
1941,10,25,0,1941.8137,3.8917181
1941,10,25,6,1941.8144,2.8957153
1941,10,25,12,1941.8151,0.49410564
1941,10,25,18,1941.8158,3.0199968
1941,10,26,0,1941.8164,-0.63493095
1941,10,26,6,1941.8171,-2.8947546
1941,10,26,12,1941.8178,-2.9577706
1941,10,26,18,1941.8185,5.2220558
1941,10,27,0,1941.8192,1.6126396
1941,10,27,6,1941.8199,1.5566253
1941,10,27,12,1941.8205,6.1077806
1941,10,27,18,1941.8212,16.328625
1941,10,28,0,1941.8219,14.585182
1941,10,28,6,1941.8226,15.157578
1941,10,28,12,1941.8233,11.247085
1941,10,28,18,1941.824,4.8194536
1941,10,29,0,1941.8247,1.4813562
1941,10,29,6,1941.8253,-2.3276106
1941,10,29,12,1941.826,-2.1105555
1941,10,29,18,1941.8267,4.2628123
1941,10,30,0,1941.8274,-0.62792918
1941,10,30,6,1941.8281,-3.1870788
1941,10,30,12,1941.8288,-1.7604667
1941,10,30,18,1941.8295,5.8032033
1941,10,31,0,1941.8301,3.2475546
1941,10,31,6,1941.8308,3.501369
1941,10,31,12,1941.8315,3.8287021
1941,10,31,18,1941.8322,6.2618197
1941,11,1,0,1941.8329,2.7714337
1941,11,1,6,1941.8336,3.4120963
1941,11,1,12,1941.8342,2.0012382
1941,11,1,18,1941.8349,3.674663
1941,11,2,0,1941.8356,5.5913995
1941,11,2,6,1941.8363,8.2783316
1941,11,2,12,1941.837,6.5909032
1941,11,2,18,1941.8377,10.928504
1941,11,3,0,1941.8384,7.9544994
1941,11,3,6,1941.839,6.629413
1941,11,3,12,1941.8397,7.2578225
1941,11,3,18,1941.8404,9.6559313
1941,11,4,0,1941.8411,7.2018083
1941,11,4,6,1941.8418,3.1617828
1941,11,4,12,1941.8425,0.56937474
1941,11,4,18,1941.8432,10.809474
1941,11,5,0,1941.8438,4.3853434
1941,11,5,6,1941.8445,2.1045144
1941,11,5,12,1941.8452,2.9604817
1941,11,5,18,1941.8459,13.165572
1941,11,6,0,1941.8466,6.0290106
1941,11,6,6,1941.8473,3.1372766
1941,11,6,12,1941.8479,2.886963
1941,11,6,18,1941.8486,11.355613
1941,11,7,0,1941.8493,9.5701595
1941,11,7,6,1941.85,9.0695324
1941,11,7,12,1941.8507,9.0607802
1941,11,7,18,1941.8514,12.321858
1941,11,8,0,1941.8521,9.5351506
1941,11,8,6,1941.8527,6.4526181
1941,11,8,12,1941.8534,2.5263715
1941,11,8,18,1941.8541,11.201574
1941,11,9,0,1941.8548,7.0792772
1941,11,9,6,1941.8555,5.2028009
1941,11,9,12,1941.8562,1.2240409
1941,11,9,18,1941.8568,9.6734357
1941,11,10,0,1941.8575,5.7139306
1941,11,10,6,1941.8582,3.784941
1941,11,10,12,1941.8589,0.25604521
1941,11,10,18,1941.8596,7.4118616
